actor_slug,name,category,description,long_description,address,postal_code,county,county_slug,municipality,municipality_slug,city,area,lat,lng,phone,email,website,instagram,opening_hours,opening_hours_osm,tags,benefits,how_to_use,image,nationwide,service_area_county_slugs,service_area_municipality_slugs
sport-1-arendal-arendal,Sport 1 Arendal,sykkelverksted,Sykkelverksted for service og reparasjon.,Sport 1 Arendal i Arendal bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Amphitheater,4836,Agder,agder,Arendal,arendal,Arendal,,58.459489600000005,8.7629822,90839660,,https://www.sport1.no/butikker/sport-1-arendal,,mandag: 09:00-20:00|tirsdag: 09:00-20:00|onsdag: 09:00-20:00|torsdag: 09:00-20:00|fredag: 09:00-20:00|lørdag: 09:00-18:00|søndag: Stengt,Mo 09:00-20:00; Tu 09:00-20:00; We 09:00-20:00; Th 09:00-20:00; Fr 09:00-20:00; Sa 09:00-18:00; Su off,sporting goods store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
xxl-arendal-arendal,XXL Arendal,sykkelverksted,Sykkelverksted for service og reparasjon.,XXL Arendal i Arendal bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Stoa Vest,4848,Agder,agder,Arendal,arendal,Arendal,,58.4651852,8.7123412,22329340,,https://www.xxl.no/,,mandag: 10:00-20:00|tirsdag: 10:00-20:00|onsdag: 10:00-20:00|torsdag: 10:00-20:00|fredag: 10:00-20:00|lørdag: 10:00-18:00|søndag: Stengt,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-20:00; Fr 10:00-20:00; Sa 10:00-18:00; Su off,sporting goods store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
sport-outlet-evje-evje,Sport Outlet Evje,sykkelverksted,Sykkelverksted for service og reparasjon.,Sport Outlet Evje i Evje bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Nils Heglands veg 42,4735,Agder,agder,Evje,evje,Evje,,58.5861733,7.805977899999999,47791430,,https://sportoutlet.no/?utm_source=evje&utm_medium=linkin&utm=,,mandag: 09:00-17:00|tirsdag: 09:00-17:00|onsdag: 09:00-17:00|torsdag: 09:00-17:00|fredag: 09:00-18:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 09:00-17:00; Tu 09:00-17:00; We 09:00-17:00; Th 09:00-17:00; Fr 09:00-18:00; Sa 10:00-15:00; Su off,sporting goods store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
intersport-evje,INTERSPORT,sykkelverksted,Sykkelverksted for service og reparasjon.,INTERSPORT i Evje bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Nils Heglands veg 74,4735,Agder,agder,Evje,evje,Evje,,58.5880363,7.809103500000001,37931280,,https://www.intersport.no/storedetail?storeID=530,,mandag: 09:00-17:00|tirsdag: 09:00-17:00|onsdag: 09:00-17:00|torsdag: 09:00-17:00|fredag: 09:00-18:00|lørdag: 09:00-15:00|søndag: Stengt,Mo 09:00-17:00; Tu 09:00-17:00; We 09:00-17:00; Th 09:00-17:00; Fr 09:00-18:00; Sa 09:00-15:00; Su off,wholesaler,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
etappe-lillesand,Etappe,sykkelverksted,Sykkelverksted for service og reparasjon.,Etappe i Lillesand bidrar til en mer sirkulær økonomi. Sykkelverksted for service og reparasjon. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Senterveien,4790,Agder,agder,Lillesand,lillesand,Lillesand,,58.2627203,8.395263,,,https://www.etappebikes.no/,,mandag: 09:00-19:00|tirsdag: 09:00-19:00|onsdag: 09:00-19:00|torsdag: 09:00-19:00|fredag: 09:00-19:00|lørdag: 09:00-18:00|søndag: Stengt,Mo 09:00-19:00; Tu 09:00-19:00; We 09:00-19:00; Th 09:00-19:00; Fr 09:00-19:00; Sa 09:00-18:00; Su off,bicycle store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
norsk-hagebruksmuseum-grimstad,Norsk Hagebruksmuseum,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Norsk Hagebruksmuseum i Grimstad bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Fjæreveien 35,4885,Agder,agder,Grimstad,grimstad,Grimstad,,58.354572,8.5751638,37040490,,http://www.gbm.no/norsk-hagebruksmuseum,,,,museum,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
grimstad-bys-museer-grimstad,Grimstad Bys Museer,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Grimstad Bys Museer i Grimstad bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Hasseldalen 3,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.342189,8.601941799999999,37040490,,http://www.gbm.no/,,,,association or organization,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
carfix-arendal-arendal,Carfix Arendal,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Carfix Arendal i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Molandsveien 60A,4846,Agder,agder,Arendal,arendal,Arendal,,58.479569999999995,8.7572598,37179191,,https://carfix.no/arendal/,,mandag: 07:30-16:00|tirsdag: 07:30-16:00|onsdag: 07:30-16:00|torsdag: 07:30-16:00|fredag: 07:30-16:00|lørdag: Stengt|søndag: Stengt,Mo 07:30-16:00; Tu 07:30-16:00; We 07:30-16:00; Th 07:30-16:00; Fr 07:30-16:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
fs-auto-as-mekonomen-arendal,FS Auto AS (Mekonomen),ombruksverksted,Ombruksverksted som gir ting nytt liv.,FS Auto AS (Mekonomen) i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Gårdsveien 7,4847,Agder,agder,Arendal,arendal,Arendal,,58.465973700000006,8.7422244,37001223,,https://www.mekonomen.no/butikk-bilverksted/arendal/gardsveien-7-at6016-144/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
frameworks-as-arendal,Frameworks AS,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Frameworks AS i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Kystveien 2,4841,Agder,agder,Arendal,arendal,Arendal,,58.459557399999994,8.773035799999999,40400088,,http://www.frameworks.no/,,mandag: 08:00-22:00|tirsdag: 08:00-22:00|onsdag: 08:00-22:00|torsdag: 08:00-22:00|fredag: 08:00-22:00|lørdag: 08:00-22:00|søndag: 08:00-22:00,Mo 08:00-22:00; Tu 08:00-22:00; We 08:00-22:00; Th 08:00-22:00; Fr 08:00-22:00; Sa 08:00-22:00; Su 08:00-22:00,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
arendal-batskade-service-as-arendal,Arendal Båtskade-Service AS,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Arendal Båtskade-Service AS i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bedriftsveien 11,4841,Agder,agder,Arendal,arendal,Arendal,,58.474223499999994,8.8178574,95220930,,https://www.arendalbatskadeservice.no/,,mandag: 07:00-15:30|tirsdag: 07:00-15:30|onsdag: 07:00-15:30|torsdag: 07:00-15:30|fredag: 07:00-12:30|lørdag: Stengt|søndag: Stengt,Mo 07:00-15:30; Tu 07:00-15:30; We 07:00-15:30; Th 07:00-15:30; Fr 07:00-12:30; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
jorkjen-mc-arendal,Jorkjen Mc,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Jorkjen Mc i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Frolandsveien 410,4848,Agder,agder,Arendal,arendal,Arendal,,58.4779548,8.6890206,90549772,,,,mandag: Stengt|tirsdag: 09:00-16:00|onsdag: 10:00-14:30|torsdag: 09:00-17:00|fredag: Stengt|lørdag: Stengt|søndag: Stengt,Mo off; Tu 09:00-16:00; We 10:00-14:30; Th 09:00-17:00; Fr off; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
mekonomen-butikk-arendal-arendal,Mekonomen Butikk Arendal,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Mekonomen Butikk Arendal i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Gårdsveien 7,4847,Agder,agder,Arendal,arendal,Arendal,,58.46583210000001,8.7422962,37001223,,https://www.mekonomen.no/finn-ditt-narmeste-verksted/arendal/gardsveien-7-at6016-000,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,auto parts store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bilxtra-arendal-arendal,BilXtra Arendal,ombruksverksted,Ombruksverksted som gir ting nytt liv.,BilXtra Arendal i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Stoaveien 37,4848,Agder,agder,Arendal,arendal,Arendal,,58.462937999999994,8.715093,37058370,,https://bilxtra.no/,,mandag: 08:00-17:00|tirsdag: 08:00-17:00|onsdag: 08:00-17:00|torsdag: 08:00-17:00|fredag: 08:00-17:00|lørdag: 10:00-14:00|søndag: Stengt,Mo 08:00-17:00; Tu 08:00-17:00; We 08:00-17:00; Th 08:00-17:00; Fr 08:00-17:00; Sa 10:00-14:00; Su off,auto parts store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bileko-car-parts-norway-as-avd-arendal-bcp-arendal,Bileko Car Parts Norway AS avd. Arendal - BCP,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Bileko Car Parts Norway AS avd. Arendal - BCP i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Gårdsveien 7,4847,Agder,agder,Arendal,arendal,Arendal,,58.466015799999994,8.7423744,37002740,,https://www.mekonomencompany.no/vare-merkevarer/bcp/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,wholesaler,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
romnes-arendal-as-arendal,Romnes Arendal AS,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Romnes Arendal AS i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Sørsvannsveien 10,4848,Agder,agder,Arendal,arendal,Arendal,,58.466336600000005,8.7148129,37001000,,https://www.romnes.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,wholesaler,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
arendal-badsenter-as-arendal,Arendal Bådsenter AS,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Arendal Bådsenter AS i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Skrubbedalsveien 2,4848,Agder,agder,Arendal,arendal,Arendal,,58.4568519,8.710134499999999,46425000,,https://www.abaad.no/,,mandag: 09:00-16:00|tirsdag: 09:00-16:00|onsdag: 09:00-16:00|torsdag: 09:00-18:00|fredag: 09:00-17:00|lørdag: 10:00-13:00|søndag: Stengt,Mo 09:00-16:00; Tu 09:00-16:00; We 09:00-16:00; Th 09:00-18:00; Fr 09:00-17:00; Sa 10:00-13:00; Su off,supplier,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bathuset-arendal-as-arendal,Båthuset Arendal AS,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Båthuset Arendal AS i Arendal bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bedriftsveien 18,4841,Agder,agder,Arendal,arendal,Arendal,,58.473392499999996,8.8229141,37033000,,http://www.baat-arendal.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,supplier,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
lovdal-auto-as-mekonomen-bilverksted-nedenes,Løvdal Auto AS (Mekonomen Bilverksted),ombruksverksted,Ombruksverksted som gir ting nytt liv.,Løvdal Auto AS (Mekonomen Bilverksted) i Nedenes bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Vesterveien 689,4823,Agder,agder,Nedenes,nedenes,Nedenes,,58.41864849999999,8.7033948,37095460,,,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
fahrrad-reparaturstation-grimstad,Fahrrad-Reparaturstation,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Fahrrad-Reparaturstation i Grimstad bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Torvet 2,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.3421123,8.593581799999999,,,,,,,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
agder-karosseri-as-grimstad,Agder Karosseri AS,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Agder Karosseri AS i Grimstad bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Grøm Næringspark 15,4887,Agder,agder,Grimstad,grimstad,Grimstad,,58.3390923,8.5688475,37043511,,http://www.agderkarosseri.no/,,mandag: 07:30-16:00|tirsdag: 07:30-16:00|onsdag: 07:30-16:00|torsdag: 07:30-16:00|fredag: 07:30-15:00|lørdag: Stengt|søndag: Stengt,Mo 07:30-16:00; Tu 07:30-16:00; We 07:30-16:00; Th 07:30-16:00; Fr 07:30-15:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
auto-rep-as-grimstad,Auto Rep AS,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Auto Rep AS i Grimstad bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Lillesandsveien 3,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.341300800000006,8.5896317,37040532,,http://autorep-as.no/,,mandag: 07:30-16:00|tirsdag: 07:30-16:00|onsdag: 07:30-16:00|torsdag: 07:30-16:00|fredag: 07:30-16:00|lørdag: Stengt|søndag: Stengt,Mo 07:30-16:00; Tu 07:30-16:00; We 07:30-16:00; Th 07:30-16:00; Fr 07:30-16:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
agder-teknikk-grimstad,Agder Teknikk,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Agder Teknikk i Grimstad bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bergemoveien 11,4886,Agder,agder,Grimstad,grimstad,Grimstad,,58.338999699999995,8.5539338,90698249,,https://www.agderteknikk.no/,,mandag: 07:30-16:00|tirsdag: 07:30-16:00|onsdag: 07:30-16:00|torsdag: 07:30-16:00|fredag: 07:30-16:00|lørdag: Stengt|søndag: Stengt,Mo 07:30-16:00; Tu 07:30-16:00; We 07:30-16:00; Th 07:30-16:00; Fr 07:30-16:00; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
grimstad-badsenter-deler-verksted-opplag-grimstad,Grimstad Bådsenter Deler/Verksted/Opplag,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Grimstad Bådsenter Deler/Verksted/Opplag i Grimstad bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Østerskogen 8,4879,Agder,agder,Grimstad,grimstad,Grimstad,,58.314083,8.555919,37041358,,https://www.gbaad.no/verksted/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
komposittservice-as-grimstad,Komposittservice AS,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Komposittservice AS i Grimstad bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Moy Moner 71,4885,Agder,agder,Grimstad,grimstad,Grimstad,,58.37105799999999,8.6444378,,,https://komposittservice.no/,,mandag: 07:30-16:00|tirsdag: 07:30-16:00|onsdag: 07:30-16:00|torsdag: 07:30-16:00|fredag: 07:30-13:00|lørdag: Stengt|søndag: Stengt,Mo 07:30-16:00; Tu 07:30-16:00; We 07:30-16:00; Th 07:30-16:00; Fr 07:30-13:00; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
sb-verksted-og-transport-as-grimstad,Sb Verksted og Transport AS,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Sb Verksted og Transport AS i Grimstad bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Mollandsveien 10,4879,Agder,agder,Grimstad,grimstad,Grimstad,,58.319274799999995,8.5478699,90540599,,https://www.meca.no/bilverksted/grimstad/sb-verksted-og-transport-as,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
dekkskift-tvedestrand-tvedestrand,Dekkskift Tvedestrand,ombruksverksted,Ombruksverksted som gir ting nytt liv.,Dekkskift Tvedestrand i Tvedestrand bidrar til en mer sirkulær økonomi. Ombruksverksted som gir ting nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Vennevannsveien 60D,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.6089423,8.903923,40674454,,https://dekkskifttvedestrand.no/,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Døgnåpent|søndag: Døgnåpent,,car repair,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
